Provider State	Provider Name	Penalty Date	Penalty Type	Fine Amount
MA	WORCESTER REHABILITATION & HEALTH CARE CENTER	09/05/2018	Payment Denial	
KY	RIVERVIEW HEALTH CARE CENTER	01/25/2017	Fine	282638
ME	SONOGEE REHABILITATION & LIVING CENTER	09/04/2018	Fine	7803
MD	MANORCARE HEALTH SERVICES - ROLAND PARK	04/03/2018	Fine	13588
MA	THOMAS UPHAM HOUSE	03/20/2018	Fine	7818
MI	THE BAY AT CRANBROOK HEALTH & REHABILITATION CTR	02/24/2017	Payment Denial	
MA	WEST REVERE HEALTH CENTER	09/07/2016	Fine	6582
MI	SCHOOLCRAFT MEDICAL CARE FACILITY	10/24/2018	Payment Denial	
MA	SAVOY NURSING & REHAB CTR	12/05/2016	Payment Denial	
MI	MEDILODGE OF TAYLOR	11/15/2017	Fine	11239
MA	EASTPOINTE REHAB CENTER	08/01/2017	Fine	10078
MI	MARTHA T BERRY MCF	05/17/2017	Fine	64100
LA	MAISON DE'VILLE NURSING HOME OF HARVEY	04/12/2018	Payment Denial	
MI	WELLBRIDGE OF GRAND BLANC	03/29/2018	Fine	11876
MA	BERKSHIRE HEALTH CARE CENTER	01/16/2019	Fine	39494
KY	SOMERWOODS NURSING AND REHABILITATION CENTER	12/27/2017	Fine	13627
MA	LINDA MANOR EXTENDED CARE FACILITY	10/12/2017	Fine	8125
MI	SKLD LIVONIA	08/10/2017	Fine	21691
MD	CALVERT COUNTY NURSING CTR.	01/06/2017	Fine	2511
MA	PALMER HEALTHCARE CENTER	04/19/2017	Fine	6241
LA	RIVERVIEW CARE CENTER	03/16/2018	Payment Denial	
MS	STARKVILLE MANOR HEALTH CARE AND REHABILITATION CE	11/30/2018	Fine	13627
KY	SIGNATURE HEALTHCARE OF EAST LOUISVILLE	01/29/2018	Fine	8125
MA	WINGATE AT WILBRAHAM	01/30/2019	Fine	9360
MA	WINGATE AT READING	01/25/2018	Fine	6500
MI	SANCTUARY AT THE PARK	01/26/2017	Fine	35451
MI	TRANSITIONAL HEALTH SERVICES OF FREMONT	11/15/2018	Payment Denial	
MI	JACKSON COUNTY MEDICAL CARE FACILITY	01/30/2017	Fine	33335
MI	LYNWOOD MANOR HEALTHCARE CENTER	02/06/2018	Fine	13811
MA	REHABILITATION & NURSING CENTER AT EVERETT (THE)	09/15/2016	Payment Denial	
KY	CHRISTIAN HEALTH CENTER	08/09/2016	Fine	63278
MI	LAURELS OF MT. PLEASANT (THE)	05/04/2017	Fine	1363
MD	REGENCY CARE OF SILVER SPRING, LLC	10/16/2017	Fine	7803
MI	WELLBRIDGE OF GRAND BLANC	08/17/2017	Fine	10000
MI	AMBASSADOR, A VILLA CENTER	02/01/2017	Fine	21154
MA	BETHANY SKILLED NURSING FACILITY	12/07/2018	Fine	12610
LA	COLONIAL MANOR NURSING & REHABILITATION HOME	03/02/2018	Fine	9750
LA	BASILE CARE CENTER	11/28/2016	Fine	54677
MA	NORTHWOOD REHABILITATION & HEALTHCARE CENTER	10/18/2018	Fine	106959
MI	EATON COUNTY MEDICAL CARE FACI	02/14/2017	Fine	36920
KY	SIGNATURE HEALTHCARE OF HARTFORD REHAB & WELLNESS	09/27/2017	Fine	159375
LA	ST CLARE MANOR	03/15/2017	Payment Denial	
MI	SKLD IONIA	12/19/2017	Fine	13697
MI	MEDILODGE OF EAST LANSING	01/31/2018	Fine	39489
MA	BEAUMONT REHAB & SKILLED NURSING CTR - NORTHBORO	12/19/2016	Fine	36894
KY	GREEN ACRES HEALTH CARE	02/14/2017	Fine	16371
MI	MEDILODGE OF STERLING HEIGHTS	07/12/2018	Fine	13626
LA	COLONIAL MANOR NURSING & REHABILITATION HOME	12/12/2017	Fine	6893
MI	BURCHAM HILLS RETIREMENT CTR	07/28/2016	Fine	2121
MI	VISTA GRANDE VILLA	08/24/2018	Payment Denial	
MI	ADVANTAGE LIVING CENTER - SOUTHGATE	08/15/2017	Fine	11343
MA	NORTH ADAMS COMMONS NURSING & REHABILITATION CENTE	07/21/2016	Fine	2605
MI	LAURELS OF KENT (THE)	05/25/2018	Fine	80976
KY	LANDMARK OF RIVER CITY REHABILITATION AND NURSING	10/12/2018	Payment Denial	
MI	SPECTRUM HEALTH REHAB & NURSING CENTER-FULLER AVE	08/03/2016	Fine	87950
KY	KLONDIKE CENTER	07/01/2018	Fine	211881
MI	MEDILODGE OF FRANKENMUTH	12/18/2018	Payment Denial	
MA	SWEET BROOK OF WILLIAMSTOWN REHABILITATION & N CTR	03/12/2019	Payment Denial	
KY	STONECREEK HEALTH AND REHABILITATION	01/23/2018	Fine	9165
MD	FAIRLAND CENTER	06/25/2018	Fine	10273
KY	LANDMARK OF LOUISVILLE REHABILITATION AND NURSING,	11/14/2016	Fine	37927
MA	FRANKLIN HEALTH AND REHABILITATION CENTER LLC	05/31/2018	Fine	7803
MA	CATHOLIC MEMORIAL HOME	07/31/2018	Fine	16595
MD	WILSON HEALTH CARE CENTER	06/20/2017	Fine	6893
MA	CARE ONE AT NORTHAMPTON	10/18/2016	Fine	22225
MI	WARREN WOODS HEALTH AND REHABILITATION CENTER	01/17/2019	Payment Denial	
MA	JEWISH NURSING HOME OF WESTERN MASS	08/31/2017	Payment Denial	
ME	PRESQUE ISLE REHAB AND NURSING CENTER	05/24/2017	Fine	6500
MI	ISABELLA CO MEDICAL CARE FACIL	06/29/2016	Fine	2600
LA	LANDMARK OF BATON ROUGE	01/25/2018	Fine	6893
MI	SPECTRUM HEALTH REHAB & NURSING CENTER-FULLER AVE	02/02/2017	Payment Denial	
MA	WOODBRIAR HEALTH CENTER	02/13/2017	Fine	6900
MI	BAY COUNTY MEDICAL CARE FACILITY	06/14/2016	Fine	16435
MI	MEDILODGE OF KALAMAZOO	01/30/2017	Fine	2345
MI	MEDILODGE OF TAYLOR	11/15/2017	Fine	8125
LA	LEGACY NURSING AND REHABILITATION OF PORT ALLEN	04/19/2018	Fine	36160
ME	RIVER RIDGE CENTER	12/07/2017	Fine	6500
MI	SAMARITAS SENIOR LIVING SAGINAW	04/03/2018	Fine	74909
MA	MELROSE HEALTHCARE	10/10/2017	Fine	45279
MA	BAKER-KATZ SKILLED NURSING AND REHABILITATION CTR	03/30/2017	Fine	38464
MD	RIDERWOOD VILLAGE	11/14/2016	Fine	184201
LA	IBERVILLE OAKS NURSING & REHAB	12/13/2018	Payment Denial	
KY	KLONDIKE CENTER	10/27/2017	Fine	104878
KY	FAIR OAKS HEALTH SYSTEMS, LLC	10/31/2018	Fine	142088
MA	CAPE REGENCY REHABILITATION & HEALTH CARE CENTER	04/07/2017	Fine	6900
MA	MELROSE HEALTHCARE	02/17/2017	Fine	34580
KY	REGIS WOODS	07/14/2017	Fine	8778
MA	BAYPATH AT DUXBURY NURSING & REHABILITATION CTR	07/28/2017	Fine	52364
MI	SKLD MUSKEGON	04/27/2017	Fine	353140
MI	BORGESS GARDENS	08/12/2016	Fine	12213
MA	THOMAS UPHAM HOUSE	12/28/2016	Fine	3065
MI	SPECTRUM HEALTH REHAB & NURSING CENTER-FULLER AVE	10/03/2017	Fine	10400
KY	HELMWOOD HEALTHCARE CENTER	07/03/2018	Fine	8778
MD	FREDERICK HEALTH & REHABILITATION CENTER	12/22/2016	Fine	45598
MA	WEST SIDE HOUSE LTC FACILITY	04/07/2017	Fine	2711
KY	LANDMARK OF RIVER CITY REHABILITATION AND NURSING	10/12/2018	Fine	16585
KY	RIDGEWOOD TERRACE NURSING HOME	11/28/2018	Fine	8902
MI	PORTER HILLS HEALTH CENTER	09/07/2016	Fine	41130
MI	ALAMO NURSING HOME INC	03/08/2017	Fine	45279
KY	DIVERSICARE OF NICHOLASVILLE	03/09/2017	Fine	114601
MA	SPRINGSIDE REHABILITATION AND SKILLED CARE CENTER	12/21/2016	Fine	3291
MD	SPA CREEK CENTER	07/28/2016	Fine	1950
MI	THE NEIGHBORHOODS OF WHITE LAKE	10/31/2018	Fine	37791
KY	LANDMARK OF BARDSTOWN REHABILITATION AND NURSING	03/09/2017	Fine	9809
MI	SAMARITAS SENIOR LIVING SAGINAW	06/21/2016	Fine	6050
LA	RESTHAVEN LIVING CENTER	07/20/2018	Fine	28339
MI	HERITAGE MANOR NURSING AND REHAB CENTER	10/26/2016	Fine	10892
KY	WESTMINSTER TERRACE	09/26/2018	Fine	13627
MA	FARREN CARE CENTER	12/18/2018	Fine	24746
KY	RIVERS EDGE NURSING AND REHABILITATION CENTER	08/10/2018	Fine	8778
MI	MEDILODGE AT THE SHORE	02/21/2017	Payment Denial	
MA	NORTHWOOD REHABILITATION & HEALTHCARE CENTER	12/07/2017	Fine	9428
MA	HIGHLANDS, THE	10/26/2016	Fine	31871
LA	ST CHRISTINA NURSING AND REHABILITATION CENTER	06/30/2016	Payment Denial	
MI	MEDILODGE OF YALE, INC	09/07/2016	Fine	8263
MI	THE LIGHTHOUSE AT ISHPEMING HEALTH AND REHAB	08/23/2017	Fine	8801
MA	WINGATE AT ANDOVER	10/11/2017	Fine	11053
MI	MEDILODGE OF ST CLAIR	11/28/2017	Fine	13627
MI	ABERDEEN REHABILITATION AND SKILLED NURSING CENTER	01/04/2017	Fine	45866
MI	MEDILODGE OF FARMINGTON	08/18/2016	Fine	21881
KY	CRITTENDEN COUNTY HEALTH & REHABILITATION CENTER	04/20/2017	Fine	5155
MI	MARSHALL NURSING AND REHABILITATION COMMUNITY	09/13/2017	Fine	20534
MA	ALLIANCE HEALTH AT MARINA BAY	06/28/2016	Fine	19500
MA	BOSTONIAN NURSING CARE & REHABILITATION CTR, THE	10/05/2017	Fine	12938
MA	MEADOWS OF CENTRAL MASSACHUSETTS (THE)	03/03/2017	Fine	5807
MI	TRANSITIONAL HEALTH SERVICES OF FREMONT	04/11/2017	Fine	35350
MA	M I NURSING & RESTORATIVE CENTER	07/05/2018	Fine	30654
MI	SKLD LEONARD	08/10/2017	Fine	34020
MI	MARTHA T BERRY MCF	01/23/2018	Fine	21450
MI	SKLD IONIA	05/15/2018	Fine	13652
MI	MARTHA T BERRY MCF	10/30/2017	Fine	9750
KY	WEST LIBERTY NURSING AND REHABILITATION CENTER	08/25/2016	Payment Denial	
MD	RAVENWOOD NURSING CARE CENTER	11/01/2016	Fine	51899
KY	SPRINGHURST HEALTH AND REHAB	08/31/2018	Payment Denial	
LA	NATCHITOCHES NURSING AND REHABILITATION CENTER,LLC	02/09/2018	Payment Denial	
MI	MEDILODGE OF TAYLOR	01/25/2017	Fine	11367
MA	ROYAL BRAINTREE NURSING AND REHABILITATION CENTER	02/11/2017	Fine	5807
MI	BOULEVARD MANOR, LLC	08/03/2017	Fine	11885
LA	SAVOY CARE CENTER	12/08/2016	Fine	14866
MA	DAY BROOK VILLAGE SENIOR LIVING	01/03/2018	Fine	6503
MI	FAITH HAVEN SENIOR CARE CENTRE	11/15/2017	Fine	20534
ME	STILLWATER HEALTH CARE	09/21/2016	Fine	2641
MD	BEL PRE HEALTH & REHABILITATION CENTER	07/27/2016	Fine	31224
MI	LAURELS OF KENT (THE)	10/20/2016	Fine	21493
MA	SOUTHPOINTE REHAB CENTER	10/21/2016	Fine	4063
MD	BAYLEIGH CHASE INC	04/13/2017	Fine	2381
MA	WOODBRIAR HEALTH CENTER	01/10/2018	Fine	16078
MI	LAURELS OF COLDWATER,THE	06/01/2018	Payment Denial	
MA	LANESSA EXTENDED CARE	02/02/2018	Fine	10403
LA	CHARLYN REHAB & NURSING CENTER	02/22/2019	Fine	23882
LA	PRAIRIE MANOR NURSING HOME	02/01/2017	Fine	1991
KY	REGIS WOODS	08/17/2018	Fine	11118
MD	WESTGATE HILLS REHAB & HEALTHCARE CTR	08/25/2016	Fine	113050
LA	COLONIAL CARE RETIREMENT CENTER	07/23/2018	Fine	102057
KY	DOVER MANOR	05/31/2018	Fine	6500
MI	AVISTA NURSING AND REHAB	06/15/2017	Fine	15638
MA	SOUTHEAST HEALTH CARE CENTER	08/07/2017	Fine	11053
MI	HOPE HEALTHCARE CENTER	06/08/2016	Fine	57470
MI	AUTUMN WOODS RESIDENTIAL HLTH	11/30/2018	Fine	13626
LA	GUEST HOUSE (THE)	07/13/2018	Fine	8128
MI	AUTUMN WOODS RESIDENTIAL HLTH	01/04/2018	Fine	18044
MI	WARREN WOODS HEALTH AND REHABILITATION CENTER	01/12/2018	Fine	28000
MI	EVERGREEN MANOR SENIOR CARE CE	09/13/2017	Fine	13500
MI	HEARTLAND HEALTH CARE CENTER-HAMPTON	01/06/2017	Fine	2280
KY	WESTMINSTER TERRACE	05/09/2018	Fine	4163
MA	ROYAL NORWELL NURSING & REHABILITATION CENTER LLC	05/24/2017	Fine	12354
MI	OAKPOINTE SENIOR CARE AND REHAB CENTER	04/26/2017	Fine	8125
MI	LAURELS OF KENT (THE)	06/08/2016	Fine	5022
MI	SKLD ZEELAND	07/20/2016	Fine	2446
MI	AUTUMN WOODS RESIDENTIAL HLTH	09/12/2018	Fine	9750
MI	MEDILODGE OF GTC	06/12/2017	Payment Denial	
LA	MATTHEWS MEMORIAL HEALTH CARE CENTER	11/16/2016	Fine	30018
MA	CARE ONE AT NORTHAMPTON	01/18/2018	Fine	54269
MI	COVENANT VILLAGE OF THE GREAT LAKES	07/20/2016	Fine	55116
MA	HERITAGE HALL SOUTH	04/06/2017	Fine	3775
MI	CRESTMONT NURSING CARE CENTER	04/18/2017	Payment Denial	
MD	NORTHWEST HEALTHCARE CENTER	02/22/2018	Payment Denial	
KY	SIGNATURE HEALTHCARE OF HARTFORD REHAB & WELLNESS	01/19/2017	Fine	43599
MI	EATON COUNTY MEDICAL CARE FACI	07/26/2017	Payment Denial	
MD	LOCH RAVEN CENTER	06/30/2016	Payment Denial	
MA	ROYAL NORWELL NURSING & REHABILITATION CENTER LLC	07/19/2016	Fine	38113
MA	MERRIMACK VALLEY HEALTH CENTER	02/27/2017	Fine	31276
MI	ADVANTAGE LIVING CENTER - SOUTHGATE	02/09/2017	Fine	24229
MI	NORTH OTTAWA CARE CENTER	03/12/2019	Payment Denial	
MA	MEADOW GREEN NURSING AND REHABILITATION CENTER	10/26/2016	Fine	22021
MI	CHELSEA RETIREMENT COMMUNITY	11/15/2017	Fine	22500
MI	MEDILODGE OF STERLING HEIGHTS	07/12/2017	Payment Denial	
LA	NOTTINGHAM REGIONAL REHAB CENTER	02/01/2019	Payment Denial	
MA	PARSONS HILL REHABILITATION & HEALTH CARE CENTER	04/17/2018	Fine	83363
MI	CAMBRIDGE EAST HEALTHCARE CENTER	01/26/2017	Fine	161424
MI	OCEANA CO MD CARE FACILITY	05/29/2018	Payment Denial	
MD	REGENCY CARE OF SILVER SPRING, LLC	04/16/2018	Fine	18904
MD	CHAPEL HILL NURSING CENTER	05/09/2017	Fine	137709
MI	AMBASSADOR, A VILLA CENTER	08/23/2017	Fine	14196
MA	HOLY TRINITY EASTERN ORTHODOX N & R CENTER	08/29/2017	Fine	91104
KY	SIGNATURE HEALTHCARE OF HARTFORD REHAB & WELLNESS	09/27/2017	Fine	7150
MA	HATHAWAY MANOR EXTENDED CARE	01/31/2018	Fine	7543
MI	OAKRIDGE MANOR NURSING & REHAB CENTER LLC	10/24/2018	Payment Denial	
MA	NEMASKET HEALTHCARE CENTER	10/26/2016	Fine	3941
MA	CARE ONE AT LOWELL	02/16/2017	Fine	92078
MD	CROMWELL CENTER	08/11/2017	Fine	9753
MA	WAREHAM HEALTHCARE	06/14/2016	Fine	17550
MA	WINGATE AT CHESTNUT HILL	01/29/2019	Fine	7433
MI	CAMBRIDGE EAST HEALTHCARE CENTER	06/15/2017	Fine	11817
MI	MEDILODGE OF YALE, INC	01/18/2018	Fine	29582
MA	WILLOW MANOR	04/09/2018	Fine	7803
MA	DWYER HOME	03/22/2017	Fine	68484
MI	MEDILODGE OF STERLING HEIGHTS	07/19/2016	Fine	32456
MI	METRON OF LAMONT	04/18/2018	Payment Denial	
MA	JML CARE CENTER  INC	02/02/2018	Fine	12005
MI	ARBOR MANOR CARE CENTER	12/04/2017	Payment Denial	
MI	METRON OF BELDING	03/23/2017	Fine	59643
MD	AUTUMN LAKE HEALTHCARE AT PIKESVILLE	09/13/2016	Fine	788696
MI	LAURELS OF COLDWATER,THE	10/04/2016	Fine	54145
LA	OAKS (THE)	07/13/2017	Fine	6893
MA	BRENTWOOD REHABILITATION AND HEALTHCARE CTR (THE)	01/03/2018	Fine	7543
MI	LAURELS OF MT. PLEASANT (THE)	06/20/2016	Fine	31452
ME	DEXTER HEALTH CARE	01/17/2017	Fine	7938
MA	AGAWAM HEALTHCARE	09/04/2018	Fine	41389
MI	MARTHA T BERRY MCF	06/30/2016	Fine	13049
MI	HEARTLAND HEALTH CARE CENTER-BATTLE CREEK	08/24/2017	Fine	13626
ME	THE GARDENS	10/12/2018	Fine	16084
LA	LANDMARK OF ACADIANA	04/11/2018	Fine	6500
MI	PORTER HILLS HEALTH CENTER	02/16/2017	Payment Denial	
MA	WORCESTER HEALTH CENTER	08/01/2017	Fine	54846
MA	ROYAL BRAINTREE NURSING AND REHABILITATION CENTER	06/22/2017	Fine	525
MI	MEDILODGE OF YALE, INC	02/21/2019	Fine	8294
MD	OVERLEA HEALTH AND REHABILITATION CENTER	01/29/2018	Fine	20505
MI	MARTHA T BERRY MCF	05/23/2018	Payment Denial	
MA	WINGATE AT HAVERHILL	11/23/2016	Fine	3291
MI	CAMBRIDGE EAST HEALTHCARE CENTER	08/16/2018	Fine	313052
MI	SANILAC MEDICAL CARE FACILITY	05/17/2017	Fine	8453
MI	HOPE HEALTHCARE CENTER	05/18/2017	Fine	21511
LA	BELLE MAISON NURSING & REHABILITATION L L C	03/09/2017	Fine	70359
MI	SAGINAW SENIOR CARE AND REHAB CENTER, L L C	04/14/2017	Fine	14742
MA	OAK KNOLL HEALTHCARE CENTER	04/07/2017	Fine	2735
KY	LETCHER MANOR	10/11/2018	Fine	6500
ME	BORDERVIEW REHAB & LIVING CTR	06/22/2016	Payment Denial	
LA	RIVERVIEW CARE CENTER	03/16/2018	Fine	6893
MA	SARAH BRAYTON NURSING CARE CTR	04/04/2018	Fine	35393
MI	MEDILODGE OF GTC	10/06/2016	Payment Denial	
MA	COLONIAL REHABILITATION AND NURSING CENTER	10/13/2016	Fine	45555
MD	CRESCENT CITIES NURSING & REHABILITATION CENTER	08/02/2017	Fine	1950
MI	IOSCO CO MEDICAL CARE FACILITY	06/23/2016	Fine	2186
MI	MEDILODGE OF PORT HURON	10/25/2017	Fine	10400
MI	BRITTANY MANOR	05/22/2018	Fine	8125
MI	HALLMARK LIVING KALAMAZOO	10/23/2018	Payment Denial	
MA	ST JOSEPH MANOR HEALTH CARE INC	08/29/2016	Fine	6582
MA	WOODBRIAR HEALTH CENTER	09/25/2017	Fine	47268
KY	FOUNTAIN CIRCLE CARE & REHABILITATION CENTER	09/20/2018	Fine	7381
MD	CADIA HEALTHCARE - WHEATON	01/05/2017	Fine	1032808
MD	ENCORE AT TURF VALLEY	06/09/2017	Fine	7413
MI	ST FRANCIS HOME	06/08/2017	Payment Denial	
MA	SWEET BROOK OF WILLIAMSTOWN REHABILITATION & N CTR	09/11/2017	Payment Denial	
MA	BOURNE MANOR EXTENDED CARE FACILITY	12/02/2016	Fine	52605
MI	METRON OF BELDING	12/06/2017	Fine	94049
KY	MOUNTAIN MANOR OF PAINTSVILLE	11/17/2017	Payment Denial	
MA	BEAR HILL NURSING CENTER AT WAKEFIELD	09/19/2018	Fine	7803
MI	MARSHALL NURSING AND REHABILITATION COMMUNITY	04/10/2017	Fine	86492
MA	MELROSE HEALTHCARE	10/25/2016	Fine	42389
MI	SOUTH HAVEN NURSING AND REHABILITATION COMMUNITY	03/30/2017	Fine	100455
MD	FORESTVILLE HEALTH & REHABILITATION CENTER	07/18/2016	Fine	82974
LA	LANDMARK OF BATON ROUGE	06/21/2018	Fine	5303
MI	MEDILODGE OF ST CLAIR	11/17/2016	Fine	15773
MA	PRESCOTT HOUSE	02/23/2018	Fine	8518
MI	MEDILODGE OF LIVINGSTON	04/20/2017	Fine	28366
KY	KLONDIKE CENTER	11/09/2018	Fine	13627
MD	BERLIN NURSING AND REHABILITATION CENTER	09/29/2016	Fine	1406
MI	WARREN WOODS HEALTH AND REHABILITATION CENTER	05/17/2018	Fine	11601
MI	MEDILODGE OF GRAND BLANC	05/23/2017	Fine	9750
MI	MEDILODGE OF SOUTHFIELD	05/12/2017	Fine	122738
LA	TIOGA COMMUNITY CARE CENTER	05/10/2018	Fine	39897
MI	MEDILODGE OF GRAND BLANC	01/19/2017	Fine	42653
KY	CAMBRIDGE PLACE GROUP, LLC	02/09/2017	Fine	21149
MA	BENJAMIN HEALTHCARE CENTER	06/30/2017	Fine	4797
MA	CARE ONE AT NORTHAMPTON	05/30/2018	Fine	7803
MI	ST FRANCIS HOME	01/19/2017	Fine	149261
MI	SCHOOLCRAFT MEDICAL CARE FACILITY	12/27/2017	Fine	7800
MA	CRAWFORD SKILLED NURSING AND REHABILITATION CENTER	08/16/2016	Fine	66681
MI	INGHAM COUNTY MEDICAL CARE FAC	12/18/2018	Payment Denial	
MI	MEDILODGE OF MIDLAND	03/06/2018	Fine	161499
LA	REGENCY HOUSE OF ALEXANDRIA	02/15/2017	Fine	3973
KY	PRESTONSBURG HEALTH CARE CENTER	06/08/2017	Fine	39651
MI	OAKPOINTE SENIOR CARE AND REHAB CENTER	08/16/2016	Payment Denial	
MA	MEDFORD REHABILITATION AND NURSING CENTER	06/08/2016	Payment Denial	
MI	GRANDVUE MEDICAL CARE FACILITY	03/23/2017	Payment Denial	
MI	FATHER MURRAY, A VILLA CENTER	11/09/2016	Fine	2276
MI	HERITAGE MANOR HEALTHCARE CENT	02/07/2018	Fine	13627
MI	BAY BLUFFS-EMMET CO MED CARE FAC	07/06/2017	Fine	13000
KY	STONECREEK HEALTH AND REHABILITATION	09/21/2016	Fine	136231
MA	MARLBOROUGH HILLS REHABILITATION & HLTH CARE CTR	03/27/2018	Payment Denial	
KY	DANVILLE CENTRE FOR HEALTH & REHABILITATION	02/27/2017	Fine	616110
MA	ST CAMILLUS HEALTH CENTER	01/18/2018	Fine	59784
MA	SOUTH COVE MANOR NURSING & REHABILITATION CENTER	06/05/2018	Fine	6893
MA	CENTER FOR EXTENDED CARE AT AMHERST	03/22/2018	Fine	11053
KY	LITTLE SISTERS OF THE POOR	04/03/2018	Fine	10927
KY	CHARLESTON HEALTH CARE CENTER	02/09/2017	Fine	17655
MA	HIGHVIEW OF NORTHAMPTON	09/12/2017	Fine	15021
KY	FRIENDSHIP MANOR NURSING HOME	12/29/2018	Fine	6633
MA	WESTBOROUGH HEALTHCARE	06/13/2016	Fine	6500
MA	CHICOPEE GARDENS FOR NURSING REHABILITATION	12/01/2016	Fine	28392
MI	MEDILODGE OF ROCHESTER HILLS, INC	10/19/2016	Fine	2836
MA	LIFE CARE CENTER OF WEST BRIDGEWATER	04/13/2017	Fine	8370
MI	SKLD LIVONIA	11/01/2016	Fine	27368
KY	CARTER NURSING & REHABILITATION CENTER	10/04/2018	Fine	9100
KY	SIGNATURE HEALTHCARE AT JEFFERSON MANOR REHAB & WE	10/05/2017	Payment Denial	
MA	CENTER FOR EXTENDED CARE AT AMHERST	04/19/2018	Fine	52052
MI	SPECTRUM HEALTH REHAB & NURSING CENTER-FULLER AVE	02/02/2017	Fine	101101
MA	GOVERNORS CENTER	12/28/2016	Fine	6900
MI	ARBOR MANOR CARE CENTER	12/04/2017	Fine	13627
MD	ALTHEA WOODLAND NURSING HOME	05/26/2017	Fine	5138
LA	ST CHRISTINA NURSING AND REHABILITATION CENTER	08/08/2018	Payment Denial	
MI	MEDILODGE OF EAST LANSING	01/25/2017	Fine	45296
MA	PARKWAY HEALTH AND REHABILITATION CENTER	07/31/2018	Fine	7803
MI	MEDILODGE OF MUNISING	10/13/2016	Fine	39978
MA	WINGATE AT ANDOVER	06/15/2016	Fine	37895
LA	BAYSIDE HEALTHCARE CENTER	10/09/2018	Payment Denial	
MI	GRACE HEALTHCARE OF THREE RIVERS	07/19/2018	Payment Denial	
MA	ROYAL NORWELL NURSING & REHABILITATION CENTER LLC	03/09/2017	Fine	7550
MA	LIGHTHOUSE NURSING CARE CENTER	01/14/2019	Fine	7963
LA	NATCHITOCHES NURSING AND REHABILITATION CENTER,LLC	02/09/2018	Fine	6893
MI	CAMBRIDGE NORTH HEALTHCARE CENTER	11/30/2017	Fine	8562
KY	SIGNATURE HEALTHCARE AT JEFFERSON PLACE REHAB & WE	11/21/2018	Fine	140521
MA	GARDEN PLACE HEALTHCARE	03/06/2017	Fine	3706
MI	MEDILODGE OF STERLING HEIGHTS	06/06/2018	Fine	13627
KY	ROCKCASTLE HEALTH AND REHABILITATION CENTER	10/02/2018	Fine	6500
MA	PORT HEALTHCARE CENTER	06/09/2017	Fine	7803
MI	CALHOUN COUNTY MEDICAL CARE FACILITY	05/11/2017	Payment Denial	
KY	STANFORD CARE AND REHABILITATION	08/01/2017	Fine	8125
MA	FRANKLIN HEALTH AND REHABILITATION CENTER LLC	06/22/2016	Fine	1950
ME	MAINEGENERAL REHAB & LONG TERM CARE - GRAY BIRCH	09/29/2016	Fine	7938
MD	MANORCARE HEALTH SERVICES - RUXTON	01/26/2018	Fine	415610
MI	HOPE HEALTHCARE CENTER	03/22/2018	Fine	63945
MI	FAIRVIEW NURSING AND REHABILITATION COMMUNITY	11/21/2017	Fine	7150
MD	KENSINGTON HEALTHCARE  CENTER	04/18/2017	Fine	189547
KY	CUMBERLAND NURSING AND REHABILITATION CENTER	10/30/2018	Fine	6187
MI	MARTHA T BERRY MCF	05/23/2018	Fine	41433
MA	HIGHVIEW OF NORTHAMPTON	10/11/2018	Fine	73062
MI	METRON OF FOREST HILLS	06/21/2017	Fine	17005
MA	NEVILLE CENTER AT FRESH POND FOR NURSING & REHAB	07/20/2018	Fine	7803
LA	GUEST HOUSE SKILLED NURSING REHABILITATION (THE)	07/27/2016	Payment Denial	
MI	HEARTLAND HEALTH CARE CENTER-LIVONIA	06/27/2016	Fine	22818
MI	HERITAGE MANOR HEALTHCARE CENT	01/04/2017	Fine	46878
MA	LEE HEALTHCARE	09/12/2018	Fine	47827
MI	LAURELS OF MT. PLEASANT (THE)	10/05/2017	Payment Denial	
MI	METRON OF BELDING	12/06/2017	Payment Denial	
LA	RESTHAVEN LIVING CENTER	02/22/2019	Fine	7677
MI	ST FRANCIS HOME	06/08/2017	Fine	20965
MA	OAKHILL HEALTHCARE	07/05/2016	Fine	5720
MD	BETHESDA HEALTH AND REHABILITATION	11/21/2017	Fine	12288
MI	MEDILODGE OF LIVINGSTON	09/14/2017	Fine	9750
MA	BEDFORD VILLAGE CARE AND REHABILITATION CENTER LLC	07/11/2017	Fine	8518
MI	MEDILODGE OF FARMINGTON	10/24/2016	Fine	58284
MA	BRAINTREE MANOR HEALTHCARE	10/24/2017	Fine	12005
MA	WORCESTER HEALTH CENTER	10/19/2016	Fine	3941
LA	IBERVILLE OAKS NURSING & REHAB	06/23/2017	Fine	9435
MI	METRON OF BELDING	06/18/2018	Payment Denial	
MI	BURCHAM HILLS RETIREMENT CTR	01/12/2018	Fine	20965
KY	PARKVIEW NURSING AND REHABILITATION CENTER	09/28/2016	Fine	29245
MI	ARBOR MANOR CARE CENTER	04/20/2017	Payment Denial	
MA	MARY ANN MORSE NURSING & REHABILITATION	11/01/2016	Fine	5866
MA	BRUSH HILL CARE CENTER	02/13/2018	Fine	121373
MA	SOMERSET RIDGE CENTER	03/07/2018	Fine	40898
MI	SKLD LIVONIA	03/28/2018	Fine	15282
KY	LANDMARK OF BARDSTOWN REHABILITATION AND NURSING	03/09/2017	Payment Denial	
MA	BAYPATH AT DUXBURY NURSING & REHABILITATION CTR	10/28/2016	Fine	4292
